Fecha matricula;Periodo;Tipo de hecho;Genero;Nacionalidad;Fecha nacimiento;"Departamento
";Distrito de residencia;Provincia de residencia;Departamendo de residencia;Modalidad;Metodologia;Facultad;Especialidad;Ciclo Relativo
2016;1;REGULARES;FEMENINO;Peru;1998;JUNIN;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1999;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;1
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;1
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SURQUILLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;1
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;1
2016;1;REGULARES;MASCULINO;Peru;1999;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1999;LIMA;LA VICTORIA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;1
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA GEOLÓGICA;1
2016;1;REGULARES;FEMENINO;Peru;1998;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;2
2016;1;CACHIMBOS;MASCULINO;Peru;1989;LIMA;SANTIAGO DE SURCO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACIÓN;4
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;PACHACAMAC;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;MATEMÁTICA;1
2016;1;REGULARES;MASCULINO;Peru;1993;JUNIN;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;1
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;INDEPENDENCIA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;1
2016;1;REGULARES;FEMENINO;Peru;1998;LIMA;CARMEN DE LA LEGUA REYNOSO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;FEMENINO;Peru;1998;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1996;JUNIN;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;2
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;1
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;1
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;4
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;5
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FÍSICA;3
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;MATEMÁTICA;1
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA GEOLÓGICA;7
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;8
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;9
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;3
2016;1;REGULARES;MASCULINO;Peru;1985;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;2
2016;1;REGULARES;FEMENINO;Peru;1997;JUNIN;YAUYOS;JAUJA;JUNIN;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;3
2016;1;REGULARES;FEMENINO;Peru;1990;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;8
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;9
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;8
2016;1;REGULARES;MASCULINO;Peru;1956;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;MATEMÁTICA;1
2016;1;REGULARES;MASCULINO;Peru;1968;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;MASCULINO;Peru;1973;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;1
2016;1;REGULARES;MASCULINO;Peru;1978;LIMA;SURQUILLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;10
2016;1;REGULARES;MASCULINO;Peru;1977;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;10
2016;1;REGULARES;MASCULINO;Peru;1981;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;10
2016;1;REGULARES;MASCULINO;Peru;1983;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;10
2016;1;REGULARES;MASCULINO;Peru;1982;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;8
2016;1;REGULARES;MASCULINO;Peru;1983;TACNA;LA MOLINA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;10
2016;1;REGULARES;MASCULINO;Peru;1980;LIMA;SANTA EULALIA;HUAROCHIRI;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA GEOLÓGICA;7
2016;1;REGULARES;MASCULINO;Peru;1978;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;8
2016;1;REGULARES;MASCULINO;Peru;1979;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;10
2016;1;PROMOCION;MASCULINO;Peru;1983;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;10
2016;1;REGULARES;MASCULINO;Peru;1986;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;5
2016;1;REGULARES;MASCULINO;Peru;1974;PIURA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;3
2016;1;REGULARES;MASCULINO;Peru;1981;LIMA;;MAYNAS;LORETO;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;7
2016;1;REGULARES;MASCULINO;Peru;1977;LAMBAYEQUE;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;6
2016;1;REGULARES;MASCULINO;Peru;1983;APURIMAC;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;10
2016;1;REGULARES;MASCULINO;Peru;1987;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;8
2016;1;REGULARES;MASCULINO;Peru;1978;LORETO;PUEBLO LIBRE;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;8
2016;1;REGULARES;MASCULINO;Peru;1985;LIMA;;;;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;3
2016;1;REGULARES;MASCULINO;Peru;1981;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA TEXTIL;9
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;FÍSICA;1
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;10
2016;1;REGULARES;MASCULINO;Peru;1986;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;4
2016;1;REGULARES;MASCULINO;Peru;1984;TACNA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;FEMENINO;Peru;1986;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;10
2016;1;PROMOCION;MASCULINO;Peru;1983;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;10
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1985;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA TEXTIL;6
2016;1;REGULARES;MASCULINO;Peru;1985;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;FEMENINO;Peru;1987;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;9
2016;1;REGULARES;FEMENINO;Peru;1988;HUANUCO;SAN MIGUEL;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1986;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;10
2016;1;REGULARES;MASCULINO;Peru;1986;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;7
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;MASCULINO;Peru;1987;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;10
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;9
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;9
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECATRÓNICA;8
2016;1;REGULARES;MASCULINO;Peru;1982;CALLAO;BELLAVISTA;CALLAO;CALLAO;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;10
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;MATEMÁTICA;5
2016;1;REGULARES;MASCULINO;Peru;1987;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;4
2016;1;REGULARES;MASCULINO;Peru;1993;CALLAO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;9
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;10
2016;1;REGULARES;MASCULINO;Peru;1991;JUNIN;BREÑA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;8
2016;1;REGULARES;MASCULINO;Peru;1991;JUNIN;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;9
2016;1;PROMOCION;MASCULINO;Peru;1993;ANCASH;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;10
2016;1;PROMOCION;MASCULINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;10
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;LURIN;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;4
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;8
2016;1;REGULARES;FEMENINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;QUIMICA;8
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;CHORRILLOS;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;QUIMICA;6
2016;1;REGULARES;MASCULINO;Peru;1991;CALLAO;VENTANILLA;CALLAO;CALLAO;Pregrado;Presencial;CIENCIAS;INGENIERIA FÍSICA;6
2016;1;REGULARES;MASCULINO;Peru;1984;CALLAO;CALLAO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;10
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;9
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;6
2016;1;REGULARES;MASCULINO;Peru;1988;JUNIN;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;10
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;8
2016;1;REGULARES;FEMENINO;Peru;1992;LIMA;JESUS MARIA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;9
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FÍSICA;5
2016;1;REGULARES;MASCULINO;Peru;1992;AYACUCHO;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;9
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;9
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;9
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;10
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;7
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;9
2016;1;REGULARES;MASCULINO;Peru;1994;HUANUCO;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECATRÓNICA;10
2016;1;REGULARES;MASCULINO;Peru;1992;AYACUCHO;COMAS;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;4
2016;1;REGULARES;MASCULINO;Peru;1991;ANCASH;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;9
2016;1;REGULARES;MASCULINO;Peru;1985;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;;;AMAZONAS;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;7
2016;1;PROMOCION;MASCULINO;Peru;1992;MOQUEGUA;BREÑA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;10
2016;1;PROMOCION;MASCULINO;Peru;1992;LA LIBERTAD;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;10
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;5
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;10
2016;1;PROMOCION;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;10
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;MATEMÁTICA;5
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;10
2016;1;REGULARES;MASCULINO;Peru;1994;CALLAO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA DE PETRÓLEO Y GAS NATURAL;9
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;8
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECATRÓNICA;5
2016;1;REGULARES;FEMENINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;10
2016;1;REGULARES;FEMENINO;Peru;1994;APURIMAC;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;7
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;9
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;7
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;8
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;3
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;2
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA DE PETRÓLEO Y GAS NATURAL;9
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;7
2016;1;REGULARES;MASCULINO;Peru;1992;LORETO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;10
2016;1;REGULARES;MASCULINO;;1994;;;;;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA DE PETRÓLEO Y GAS NATURAL;9
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;MASCULINO;Peru;1993;AYACUCHO;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;10
2016;1;REGULARES;FEMENINO;Peru;1994;HUANUCO;;MAYNAS;LORETO;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;6
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;7
2016;1;REGULARES;MASCULINO;Peru;1991;CALLAO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;2
